,event_date,year,time_precision,event_type,inter1,interaction,latitude,longitude,geo_precision,fatalities,timestamp,timestampcon,newtimestamp
1074,28 February 2018,2018,1,Battle-No change of territory,4,44,8.0333,5.2667,3,0,1524053819,2018-02-28,1519776000.0
1076,28 February 2018,2018,1,Remote violence,1,12,11.1036,13.713,2,1,1524053819,2018-02-28,1519776000.0
1078,28 February 2018,2018,1,Riots/Protests,5,15,12.7731,9.0158,1,2,1524053819,2018-02-28,1519776000.0
1080,28 February 2018,2018,1,Violence against civilians,3,37,10.7649,7.5229,1,1,1524053819,2018-02-28,1519776000.0
1082,27 February 2018,2018,1,Battle-Government regains territory,1,12,11.3333,14.0333,1,7,1524053819,2018-02-27,1519689600.0
1084,27 February 2018,2018,1,Battle-Government regains territory,1,12,11.2952,13.9184,1,7,1524053819,2018-02-27,1519689600.0
1086,27 February 2018,2018,1,Battle-Government regains territory,1,12,11.3333,13.85,1,7,1524053819,2018-02-27,1519689600.0
1088,27 February 2018,2018,1,Battle-Government regains territory,1,12,11.35,13.9,1,7,1524053819,2018-02-27,1519689600.0
1090,27 February 2018,2018,1,Battle-Government regains territory,1,12,11.2353,13.88,1,7,1524053819,2018-02-27,1519689600.0
1092,27 February 2018,2018,1,Battle-No change of territory,4,44,9.6167,12.2,1,20,1524053819,2018-02-27,1519689600.0
1094,27 February 2018,2018,1,Battle-No change of territory,1,13,4.9556,7.6077,1,0,1524053819,2018-02-27,1519689600.0
1096,27 February 2018,2018,1,Battle-No change of territory,4,44,10.4194,7.8034,1,0,1524053819,2018-02-27,1519689600.0
1098,27 February 2018,2018,1,Riots/Protests,6,60,4.9247,6.2642,1,0,1524053819,2018-02-27,1519689600.0
1099,27 February 2018,2018,1,Riots/Protests,5,50,6.4426,7.5022,1,0,1524053819,2018-02-27,1519689600.0
1100,27 February 2018,2018,1,Violence against civilians,3,37,4.9556,7.6077,1,0,1524053819,2018-02-27,1519689600.0
1102,26 February 2018,2018,1,Battle-No change of territory,1,12,11.155999999999999,12.7576,2,2,1524053819,2018-02-26,1519603200.0
1104,26 February 2018,2018,1,Battle-No change of territory,4,44,10.3965,7.7170000000000005,1,12,1524053819,2018-02-26,1519603200.0
1106,26 February 2018,2018,1,Riots/Protests,6,60,7.3878,3.8964,1,0,1524053819,2018-02-26,1519603200.0
1107,26 February 2018,2018,1,Violence against civilians,5,57,9.9285,8.8921,1,0,1524053819,2018-02-26,1519603200.0
1109,26 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-26,1519603200.0
1110,25 February 2018,2018,1,Riots/Protests,5,50,6.0167,7.0265,2,0,1524053819,2018-02-25,1519516800.0
1111,25 February 2018,2018,1,Riots/Protests,5,15,6.335,5.6275,1,0,1524053819,2018-02-25,1519516800.0
1113,25 February 2018,2018,1,Violence against civilians,3,37,7.2526,5.1931,1,1,1524053819,2018-02-25,1519516800.0
1115,24 February 2018,2018,1,Violence against civilians,4,47,7.8185,8.4634,2,0,1524053820,2018-02-24,1519430400.0
1117,24 February 2018,2018,2,Violence against civilians,3,37,4.5394,6.4003,2,0,1524053820,2018-02-24,1519430400.0
1119,24 February 2018,2018,1,Violence against civilians,4,47,8.6333,6.3,1,1,1524053820,2018-02-24,1519430400.0
1121,23 February 2018,2018,1,Non-violent transfer of territory,1,12,11.25,13.4167,1,0,1524053821,2018-02-23,1519344000.0
1123,23 February 2018,2018,1,Riots/Protests,5,15,9.6,9.2333,1,1,1524053821,2018-02-23,1519344000.0
1125,23 February 2018,2018,1,Battle-No change of territory,1,12,11.25,13.4167,1,5,1524053821,2018-02-23,1519344000.0
1127,23 February 2018,2018,1,Riots/Protests,5,50,6.2006,6.7339,1,0,1524053821,2018-02-23,1519344000.0
1128,23 February 2018,2018,1,Violence against civilians,4,47,6.3079,7.5519,1,0,1524053821,2018-02-23,1519344000.0
1130,23 February 2018,2018,1,Violence against civilians,8,78,5.9128,8.7741,1,1,1524053821,2018-02-23,1519344000.0
1132,22 February 2018,2018,1,Riots/Protests,6,60,9.6,9.2333,1,0,1524053821,2018-02-22,1519257600.0
1133,22 February 2018,2018,1,Battle-No change of territory,1,12,11.25,13.4167,1,0,1524053821,2018-02-22,1519257600.0
1135,22 February 2018,2018,1,Strategic development,4,44,9.2,12.4833,1,0,1524053821,2018-02-22,1519257600.0
1137,22 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-22,1519257600.0
1138,21 February 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053821,2018-02-21,1519171200.0
1139,21 February 2018,2018,1,Battle-No change of territory,1,12,12.4904,11.4944,1,2,1524053821,2018-02-21,1519171200.0
1141,21 February 2018,2018,1,Battle-No change of territory,4,44,8.1167,4.6667,2,1,1524053821,2018-02-21,1519171200.0
1143,21 February 2018,2018,1,Battle-No change of territory,4,44,8.15,4.7167,2,1,1524053821,2018-02-21,1519171200.0
1145,21 February 2018,2018,1,Riots/Protests,5,50,9.0833,7.5333,1,0,1524053821,2018-02-21,1519171200.0
1146,21 February 2018,2018,1,Violence against civilians,4,47,5.7902,6.1047,1,1,1524053821,2018-02-21,1519171200.0
1148,21 February 2018,2018,1,Violence against civilians,3,37,7.4913,5.2323,1,1,1524053821,2018-02-21,1519171200.0
1150,20 February 2018,2018,1,Violence against civilians,4,47,8.1,5.9,1,1,1524053821,2018-02-20,1519084800.0
1152,20 February 2018,2018,1,Battle-No change of territory,3,34,5.1493,6.4529,1,0,1524053821,2018-02-20,1519084800.0
1154,20 February 2018,2018,1,Riots/Protests,6,60,5.1493,6.4529,1,0,1524053821,2018-02-20,1519084800.0
1155,20 February 2018,2018,1,Violence against civilians,3,37,5.0095,7.6199,1,0,1524053821,2018-02-20,1519084800.0
1157,19 February 2018,2018,1,Battle-No change of territory,1,12,11.8464,13.1603,1,1,1524053821,2018-02-19,1518998400.0
1159,19 February 2018,2018,1,Riots/Protests,6,16,8.4833,8.5167,1,0,1524053821,2018-02-19,1518998400.0
1161,19 February 2018,2018,1,Violence against civilians,2,27,12.4904,11.4944,1,0,1524053821,2018-02-19,1518998400.0
1163,19 February 2018,2018,1,Riots/Protests,6,60,6.6667,8.1833,1,0,1522091686,2018-02-19,1518998400.0
1164,19 February 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1523534004,2018-02-19,1518998400.0
1165,19 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-19,1518998400.0
1166,18 February 2018,2018,1,Battle-No change of territory,1,11,11.6621,14.0201,1,1,1524053822,2018-02-18,1518912000.0
1168,18 February 2018,2018,1,Violence against civilians,3,37,7.6004,6.2014,2,1,1524053822,2018-02-18,1518912000.0
1170,18 February 2018,2018,1,Violence against civilians,3,37,7.5456,6.2538,1,0,1524053822,2018-02-18,1518912000.0
1172,17 February 2018,2018,1,Violence against civilians,2,27,11.155999999999999,12.7576,2,0,1524053822,2018-02-17,1518825600.0
1174,17 February 2018,2018,2,Battle-No change of territory,3,33,5.0095,7.6199,1,3,1524053822,2018-02-17,1518825600.0
1176,17 February 2018,2018,1,Violence against civilians,3,37,6.5099,8.1457,1,1,1524053822,2018-02-17,1518825600.0
1178,17 February 2018,2018,1,Violence against civilians,3,37,6.6667,8.1833,1,1,1522091686,2018-02-17,1518825600.0
1180,16 February 2018,2018,1,Riots/Protests,6,60,6.5269,3.3917,1,0,1524053822,2018-02-16,1518739200.0
1181,16 February 2018,2018,1,Violence against civilians,2,27,11.6558,13.4213,2,25,1524053822,2018-02-16,1518739200.0
1183,16 February 2018,2018,1,Riots/Protests,5,50,4.7774,7.0134,1,0,1524053822,2018-02-16,1518739200.0
1184,16 February 2018,2018,1,Riots/Protests,5,50,7.7411,8.5121,1,0,1524053822,2018-02-16,1518739200.0
1185,16 February 2018,2018,1,Riots/Protests,5,15,5.4437,6.972,1,0,1524053822,2018-02-16,1518739200.0
1187,15 February 2018,2018,1,Violence against civilians,3,37,12.7776,6.7834,2,41,1524053822,2018-02-15,1518652800.0
1189,15 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-15,1518652800.0
1190,14 February 2018,2018,1,Violence against civilians,1,17,5.1066,7.3667,1,0,1524053822,2018-02-14,1518566400.0
1192,14 February 2018,2018,1,Riots/Protests,6,60,9.6139,6.5569,1,0,1524053822,2018-02-14,1518566400.0
1193,14 February 2018,2018,1,Battle-No change of territory,4,44,6.2667,5.7167,2,1,1524053822,2018-02-14,1518566400.0
1195,14 February 2018,2018,1,Riots/Protests,6,60,6.2667,5.7167,2,0,1524053822,2018-02-14,1518566400.0
1196,13 February 2018,2018,1,Violence against civilians,4,47,5.4859,5.7543,1,2,1524053822,2018-02-13,1518480000.0
1198,13 February 2018,2018,1,Battle-No change of territory,1,13,6.1571,8.3332,2,3,1524053822,2018-02-13,1518480000.0
1200,13 February 2018,2018,1,Violence against civilians,3,37,11.1775,8.2267,2,0,1524053822,2018-02-13,1518480000.0
1202,13 February 2018,2018,1,Battle-No change of territory,4,44,5.4859,5.7543,1,2,1524053822,2018-02-13,1518480000.0
1204,13 February 2018,2018,1,Riots/Protests,6,60,8.5,4.55,1,0,1524053822,2018-02-13,1518480000.0
1205,13 February 2018,2018,1,Violence against civilians,4,47,7.2526,5.1931,1,0,1524053822,2018-02-13,1518480000.0
1207,12 February 2018,2018,1,Violence against civilians,4,47,7.3706,7.6253,2,1,1524053822,2018-02-12,1518393600.0
1209,12 February 2018,2018,1,Riots/Protests,6,66,9.0833,7.5333,1,0,1524053822,2018-02-12,1518393600.0
1211,12 February 2018,2018,1,Riots/Protests,6,60,6.6155,3.5087,1,0,1524053822,2018-02-12,1518393600.0
1212,12 February 2018,2018,1,Battle-No change of territory,1,14,7.5,9.3333,2,1,1524053822,2018-02-12,1518393600.0
1214,12 February 2018,2018,1,Battle-No change of territory,3,34,7.8155,8.8604,2,2,1524053822,2018-02-12,1518393600.0
1216,12 February 2018,2018,1,Battle-No change of territory,1,12,11.25,13.4167,1,10,1524053822,2018-02-12,1518393600.0
1218,12 February 2018,2018,1,Battle-No change of territory,4,44,5.8828,8.0214,1,1,1524053822,2018-02-12,1518393600.0
1220,12 February 2018,2018,1,Riots/Protests,6,60,5.8828,8.0214,1,0,1524053822,2018-02-12,1518393600.0
1221,12 February 2018,2018,1,Riots/Protests,6,60,5.4833,7.0304,1,0,1524053822,2018-02-12,1518393600.0
1222,12 February 2018,2018,1,Riots/Protests,6,60,7.4333,3.9167,1,0,1524053822,2018-02-12,1518393600.0
1223,12 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-12,1518393600.0
1224,11 February 2018,2018,1,Riots/Protests,6,60,6.8107,3.4366,1,0,1524053823,2018-02-11,1518307200.0
1225,11 February 2018,2018,1,Riots/Protests,6,60,6.8629999999999995,3.4291,1,0,1524053823,2018-02-11,1518307200.0
1226,11 February 2018,2018,1,Violence against civilians,4,47,7.7897,5.5106,2,1,1524053823,2018-02-11,1518307200.0
1228,11 February 2018,2018,1,Strategic development,4,47,8.1333,8.8,2,0,1524053823,2018-02-11,1518307200.0
1230,10 February 2018,2018,1,Battle-No change of territory,1,14,7.5,9.3333,2,1,1524053823,2018-02-10,1518220800.0
1232,10 February 2018,2018,1,Riots/Protests,6,60,7.4333,3.9167,1,0,1524053823,2018-02-10,1518220800.0
1233,10 February 2018,2018,1,Strategic development,4,47,7.5,9.3333,2,0,1524053823,2018-02-10,1518220800.0
1235,10 February 2018,2018,2,Violence against civilians,4,47,9.4833,8.2667,1,4,1524053823,2018-02-10,1518220800.0
1237,10 February 2018,2018,1,Violence against civilians,4,47,9.9333,8.7333,2,3,1524053823,2018-02-10,1518220800.0
1239,10 February 2018,2018,2,Battle-No change of territory,1,14,6.0716,8.1028,2,3,1524053823,2018-02-10,1518220800.0
1241,10 February 2018,2018,1,Violence against civilians,4,47,7.9667,3.6,1,1,1524053823,2018-02-10,1518220800.0
1243,09 February 2018,2018,1,Battle-No change of territory,1,12,11.4833,12.3144,1,10,1524053823,2018-02-09,1518134400.0
1245,09 February 2018,2018,1,Battle-No change of territory,4,44,9.6667,12.1833,1,5,1524053823,2018-02-09,1518134400.0
1247,09 February 2018,2018,1,Violence against civilians,4,47,9.6667,12.1833,1,2,1524053823,2018-02-09,1518134400.0
1249,09 February 2018,2018,1,Violence against civilians,3,37,4.8047,6.0789,2,1,1524053823,2018-02-09,1518134400.0
1251,08 February 2018,2018,1,Battle-No change of territory,1,14,7.7411,8.5121,1,0,1524053823,2018-02-08,1518048000.0
1253,08 February 2018,2018,1,Violence against civilians,1,17,6.3709,6.5668,1,1,1524053823,2018-02-08,1518048000.0
1255,08 February 2018,2018,1,Riots/Protests,6,60,6.8561,7.3927,1,0,1524053823,2018-02-08,1518048000.0
1256,08 February 2018,2018,1,Riots/Protests,5,15,6.3709,6.5668,1,0,1524053823,2018-02-08,1518048000.0
1258,08 February 2018,2018,1,Violence against civilians,4,47,9.6667,12.1833,1,1,1524053823,2018-02-08,1518048000.0
1260,08 February 2018,2018,1,Violence against civilians,3,37,12.9894,7.6006,1,0,1524053823,2018-02-08,1518048000.0
1262,08 February 2018,2018,1,Violence against civilians,4,47,7.8188,9.2453,1,0,1524053823,2018-02-08,1518048000.0
1264,08 February 2018,2018,1,Violence against civilians,4,47,5.3676,6.0596,1,0,1524053823,2018-02-08,1518048000.0
1266,08 February 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1523534004,2018-02-08,1518048000.0
1267,08 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-08,1518048000.0
1268,07 February 2018,2018,2,Battle-No change of territory,1,14,8.6667,3.3833,1,1,1524053823,2018-02-07,1517961600.0
1270,07 February 2018,2018,2,Violence against civilians,4,47,8.45,8.5333,1,5,1524053823,2018-02-07,1517961600.0
1272,07 February 2018,2018,2,Violence against civilians,4,47,8.1,9.1333,2,5,1524053823,2018-02-07,1517961600.0
1274,07 February 2018,2018,2,Violence against civilians,4,47,8.3833,8.35,1,5,1524053823,2018-02-07,1517961600.0
1276,07 February 2018,2018,2,Violence against civilians,4,47,8.1333,8.8,2,5,1524053823,2018-02-07,1517961600.0
1278,06 February 2018,2018,1,Battle-No change of territory,1,12,11.25,13.4167,1,0,1524053824,2018-02-06,1517875200.0
1280,06 February 2018,2018,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053824,2018-02-06,1517875200.0
1281,06 February 2018,2018,1,Riots/Protests,6,60,6.1454,6.7885,1,0,1524053824,2018-02-06,1517875200.0
1282,06 February 2018,2018,1,Riots/Protests,5,15,6.335,5.6275,1,0,1524053824,2018-02-06,1517875200.0
1284,05 February 2018,2018,1,Riots/Protests,6,60,7.6263,5.9402,1,0,1524053824,2018-02-05,1517788800.0
1285,05 February 2018,2018,1,Violence against civilians,4,47,7.8155,8.8604,2,2,1524053824,2018-02-05,1517788800.0
1287,05 February 2018,2018,1,Riots/Protests,5,55,9.2,12.4833,1,0,1524053824,2018-02-05,1517788800.0
1289,05 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-05,1517788800.0
1290,04 February 2018,2018,1,Violence against civilians,2,27,11.7454,13.2547,1,2,1524053824,2018-02-04,1517702400.0
1292,04 February 2018,2018,1,Riots/Protests,5,55,9.2,12.4833,1,1,1524053824,2018-02-04,1517702400.0
1294,03 February 2018,2018,2,Strategic development,1,12,11.155999999999999,12.7576,2,0,1524053824,2018-02-03,1517616000.0
1296,03 February 2018,2018,1,Battle-No change of territory,4,44,9.8244,12.625,2,4,1524053824,2018-02-03,1517616000.0
1298,03 February 2018,2018,1,Violence against civilians,4,47,9.8244,12.625,2,5,1524053824,2018-02-03,1517616000.0
1300,02 February 2018,2018,1,Battle-No change of territory,1,12,7.7998,5.3324,1,1,1524053824,2018-02-02,1517529600.0
1302,01 February 2018,2018,3,Battle-No change of territory,1,12,12.6786,13.6079,2,79,1524053825,2018-02-01,1517443200.0
1304,01 February 2018,2018,3,Battle-No change of territory,1,12,11.25,13.4167,2,78,1524053825,2018-02-01,1517443200.0
1306,01 February 2018,2018,1,Violence against civilians,3,37,9.2,8.1667,1,1,1524053825,2018-02-01,1517443200.0
1308,01 February 2018,2018,1,Battle-No change of territory,4,44,5.3832,5.5811,1,0,1524053825,2018-02-01,1517443200.0
1310,01 February 2018,2018,1,Battle-No change of territory,1,14,8.3789,7.0844,2,1,1524053825,2018-02-01,1517443200.0
1312,01 February 2018,2018,1,Violence against civilians,4,47,8.4833,10.25,1,4,1524053825,2018-02-01,1517443200.0
1314,01 February 2018,2018,1,Violence against civilians,4,47,7.5283,3.9119,2,2,1524053825,2018-02-01,1517443200.0
1316,01 February 2018,2018,2,Violence against civilians,4,47,8.6333,10.7667,2,6,1524053825,2018-02-01,1517443200.0
1318,01 February 2018,2018,2,Violence against civilians,4,47,7.85,9.7833,2,5,1524053825,2018-02-01,1517443200.0
1320,01 February 2018,2018,1,Battle-No change of territory,4,44,9.8244,12.625,2,10,1529947889,2018-02-01,1517443200.0
1322,01 February 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-02-01,1517443200.0
1323,31 January 2018,2018,1,Violence against civilians,4,47,11.0154,6.7804,2,7,1524053825,2018-01-31,1517356800.0
1325,31 January 2018,2018,1,Strategic development,2,20,11.6558,13.4213,2,2,1524053825,2018-01-31,1517356800.0
1326,31 January 2018,2018,1,Violence against civilians,2,27,11.7606,13.2683,1,5,1524053825,2018-01-31,1517356800.0
1328,31 January 2018,2018,1,Violence against civilians,4,47,7.3179,8.9951,1,7,1524053825,2018-01-31,1517356800.0
1330,31 January 2018,2018,1,Battle-No change of territory,1,14,8.2333,8.5667,2,1,1524053825,2018-01-31,1517356800.0
1332,31 January 2018,2018,1,Violence against civilians,4,47,7.3179,8.9951,1,0,1524053825,2018-01-31,1517356800.0
1334,31 January 2018,2018,2,Riots/Protests,6,60,4.79,7.3119,1,0,1524053825,2018-01-31,1517356800.0
1335,31 January 2018,2018,2,Riots/Protests,6,60,6.4561,3.4422,1,0,1524053825,2018-01-31,1517356800.0
1336,30 January 2018,2018,1,Violence against civilians,1,17,10.0209,7.1124,2,0,1524053825,2018-01-30,1517270400.0
1338,30 January 2018,2018,1,Violence against civilians,2,27,12.094000000000001,13.4582,1,5,1524053825,2018-01-30,1517270400.0
1340,30 January 2018,2018,1,Violence against civilians,4,47,7.2526,5.1931,1,1,1524053825,2018-01-30,1517270400.0
1342,30 January 2018,2018,1,Violence against civilians,3,37,4.9667,8.3333,1,1,1524053825,2018-01-30,1517270400.0
1344,30 January 2018,2018,1,Riots/Protests,6,60,6.4426,7.5022,1,0,1524053825,2018-01-30,1517270400.0
1345,30 January 2018,2018,1,Violence against civilians,4,47,8.2333,8.5667,1,7,1524053825,2018-01-30,1517270400.0
1347,30 January 2018,2018,1,Remote violence,1,12,11.25,13.4167,1,10,1524053825,2018-01-30,1517270400.0
1349,30 January 2018,2018,1,Violence against civilians,3,37,7.621,5.2215,1,0,1524053825,2018-01-30,1517270400.0
1351,30 January 2018,2018,1,Battle-Government regains territory,1,12,11.25,13.4167,1,0,1529947889,2018-01-30,1517270400.0
1353,30 January 2018,2018,1,Battle-No change of territory,1,12,13.0977,12.4952,2,15,1525109203,2018-01-30,1517270400.0
1355,29 January 2018,2018,1,Violence against civilians,1,17,7.2333,9.7,1,1,1524053825,2018-01-29,1517184000.0
1357,29 January 2018,2018,1,Violence against civilians,4,47,9.9333,8.7333,2,1,1524053825,2018-01-29,1517184000.0
1359,29 January 2018,2018,2,Remote violence,1,14,9.4667,12.15,2,8,1524053825,2018-01-29,1517184000.0
1361,29 January 2018,2018,2,Remote violence,1,14,9.4023,11.9157,1,8,1524053825,2018-01-29,1517184000.0
1363,29 January 2018,2018,1,Riots/Protests,5,55,7.4333,3.9167,1,1,1524053825,2018-01-29,1517184000.0
1365,29 January 2018,2018,1,Violence against civilians,4,47,9.9667,8.7167,2,1,1524053825,2018-01-29,1517184000.0
1367,29 January 2018,2018,1,Riots/Protests,6,60,6.1499,5.648,1,0,1524053825,2018-01-29,1517184000.0
1368,29 January 2018,2018,1,Violence against civilians,4,47,8.2333,8.5667,1,7,1524053825,2018-01-29,1517184000.0
1370,29 January 2018,2018,2,Remote violence,1,14,9.4167,12.05,1,8,1524053825,2018-01-29,1517184000.0
1372,29 January 2018,2018,2,Remote violence,1,14,9.4056,11.9342,1,8,1524053825,2018-01-29,1517184000.0
1374,29 January 2018,2018,2,Remote violence,1,14,9.45,11.9333,1,7,1524053825,2018-01-29,1517184000.0
1376,29 January 2018,2018,1,Violence against civilians,4,47,9.8667,8.7833,1,2,1524053825,2018-01-29,1517184000.0
1378,29 January 2018,2018,1,Violence against civilians,4,47,5.4899,6.0074,1,1,1524053825,2018-01-29,1517184000.0
1380,29 January 2018,2018,1,Violence against civilians,4,47,11.3764,5.7954,1,1,1524053825,2018-01-29,1517184000.0
1382,29 January 2018,2018,1,Violence against civilians,4,47,7.8155,8.8604,2,0,1524053825,2018-01-29,1517184000.0
1384,29 January 2018,2018,1,Violence against civilians,3,37,9.85,8.7333,2,3,1524053825,2018-01-29,1517184000.0
1386,29 January 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-01-29,1517184000.0
